VC,Size,pSG,ClstrComp,Order,Family,Genus,Phylum,Class
710_1,45,0,refseq,Unassigned,Straboviridae,Slopekvirus,Uroviricota,Caudoviricetes
711_0,23,0,refseq,Unassigned,Straboviridae,Pseudotevenvirus,Uroviricota,Caudoviricetes
711_1,10,0,refseq,Unassigned,Straboviridae,Pseudotevenvirus,Uroviricota,Caudoviricetes
712_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
713_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
714_0,12,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
715_0,2,0,refseq,Crassvirales,Intestiviridae,Jahgtovirus,Uroviricota,Caudoviricetes
715_1,16,0,refseq,Crassvirales,Intestiviridae,Unclassified,Uroviricota,Caudoviricetes
716_0,7,0.7142857142857143,both,Unassigned,Winoviridae,Peternellavirus,Uroviricota,Caudoviricetes
717_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
718_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
719_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
720_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
721_0,6,0,refseq,Unassigned,Unassigned,Mycoabscvirus,Uroviricota,Caudoviricetes
722_0,16,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
723_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
724_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
725_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
726_0,13,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
727_0,24,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
728_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
729_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
72_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
730_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
731_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
731_1,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
732_0,2,0,refseq,Unassigned,Unassigned,Nylescharonvirus,Uroviricota,Caudoviricetes
733_0,50,0,refseq,Unassigned,Unassigned,Ceduovirus,Uroviricota,Caudoviricetes
734_0,3,0,refseq,Unassigned,Unassigned,Denvervirus,Uroviricota,Caudoviricetes
734_1,5,0,refseq,Unassigned,Unassigned,Vipetofemvirus,Uroviricota,Caudoviricetes
736_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
737_0,52,0,refseq,Unassigned,Unassigned,Efquatrovirus,Uroviricota,Caudoviricetes
738_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
73_0,20,0,refseq,Unassigned,Unassigned,Rockefellervirus,Uroviricota,Caudoviricetes
740_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
740_1,21,0,refseq,Unassigned,Unassigned,Vieuvirus,Uroviricota,Caudoviricetes
741_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
743_0,29,0,refseq,Unassigned,Unassigned,Obolenskvirus,Uroviricota,Caudoviricetes
744_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
744_1,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
744_2,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
745_0,77,0,refseq,Unassigned,Autographiviridae,Friunavirus,Uroviricota,Caudoviricetes
746_0,5,0,refseq,Unassigned,Autographiviridae,Unclassified,Uroviricota,Caudoviricetes
747_0,2,0,refseq,Unassigned,Straboviridae,Zedzedvirus,Uroviricota,Caudoviricetes
747_1,22,0,refseq,Unassigned,Straboviridae,Lazarusvirus,Uroviricota,Caudoviricetes
747_2,8,0,refseq,Unassigned,Straboviridae,Hadassahvirus,Uroviricota,Caudoviricetes
748_0,11,0,refseq,Unassigned,Unassigned,Saclayvirus,Uroviricota,Caudoviricetes
749_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
74_0,24,0,refseq,Unassigned,Autographiviridae,Unclassified,Uroviricota,Caudoviricetes
750_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
751_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
752_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
754_0,22,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
755_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
756_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
757_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
758_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
759_0,11,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
760_0,12,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
761_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
762_0,47,0,refseq,Unassigned,Unassigned,Fernvirus,Uroviricota,Caudoviricetes
764_0,2,0,refseq,Unassigned,Unassigned,Lagaffevirus,Uroviricota,Caudoviricetes
766_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
767_0,25,0,refseq,Unassigned,Peduoviridae,Unclassified,Uroviricota,Caudoviricetes
769_0,2,0.5,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
770_0,2,0,refseq,Unassigned,Unassigned,Jenstvirus,Uroviricota,Caudoviricetes
771_0,9,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
772_0,21,0,refseq,Unassigned,Unassigned,Seuratvirus,Uroviricota,Caudoviricetes
773_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
774_0,9,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
775_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
775_1,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
776_0,4,0,refseq,Unassigned,Unassigned,Nickievirus,Uroviricota,Caudoviricetes
777_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
778_0,12,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
779_0,3,0,refseq,Unassigned,Unassigned,Hiyaavirus,Uroviricota,Caudoviricetes
781_0,10,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
782_0,2,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
784_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
785_0,7,0,refseq,Unassigned,Unassigned,Leicestervirus,Uroviricota,Caudoviricetes
786_0,2,0,refseq,Unassigned,Unassigned,Arawnvirus,Uroviricota,Caudoviricetes
787_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
788_0,24,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
789_0,5,0,refseq,Unassigned,Unassigned,Phifelvirus,Uroviricota,Caudoviricetes
78_0,12,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
790_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
792_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
793_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
794_0,18,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
795_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
796_0,7,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
797_0,20,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
798_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
799_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
79_0,56,0,refseq,Unassigned,Unassigned,Pakpunavirus,Uroviricota,Caudoviricetes
7_0,29,0,refseq,Unassigned,Unassigned,Peeveelvirus,Uroviricota,Caudoviricetes
800_0,11,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
801_0,6,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
803_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
804_0,3,0.6666666666666666,both,Crassvirales,Steigviridae,Akihdevirus,Uroviricota,Caudoviricetes
805_0,36,0,refseq,Crassvirales,Steigviridae,Unclassified,Uroviricota,Caudoviricetes
806_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
807_0,9,0.8888888888888888,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
808_0,26,0,refseq,Unassigned,Herelleviridae,Pecentumvirus,Uroviricota,Caudoviricetes
809_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
80_0,20,0,refseq,Unassigned,Unassigned,Nankokuvirus,Uroviricota,Caudoviricetes
810_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
811_0,3,0,refseq,Unassigned,Unassigned,Whiteheadvirus,Uroviricota,Caudoviricetes
813_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
815_0,15,0,refseq,Petitvirales,Microviridae,Alphatrevirus,Phixviricota,Malgrandaviricetes
816_0,9,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
817_0,4,0,refseq,Unassigned,Unassigned,Badaztecvirus,Uroviricota,Caudoviricetes
818_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
819_0,48,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
81_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
81_1,6,0,refseq,Unassigned,Unassigned,Flaumdravirus,Uroviricota,Caudoviricetes
81_3,11,0,refseq,Unassigned,Unassigned,Otagovirus,Uroviricota,Caudoviricetes
81_5,6,0,refseq,Unassigned,Unassigned,Otagovirus,Uroviricota,Caudoviricetes
821_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
822_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
823_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
824_0,2,0,refseq,Unassigned,Unassigned,Knuthellervirus,Uroviricota,Caudoviricetes
825_0,9,0,refseq,Unassigned,Zobellviridae,Paundecimvirus,Uroviricota,Caudoviricetes
826_0,2,0,refseq,Unassigned,Zobellviridae,Melvirus,Uroviricota,Caudoviricetes
827_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
828_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
829_0,18,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
830_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
831_0,11,0.7272727272727273,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
833_0,6,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
834_0,67,0,refseq,Unassigned,Unassigned,Liefievirus,Uroviricota,Caudoviricetes
835_0,9,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
836_0,9,0,refseq,Unassigned,Vilmaviridae,Bongovirus,Uroviricota,Caudoviricetes
836_1,7,0,refseq,Unassigned,Vilmaviridae,Reyvirus,Uroviricota,Caudoviricetes
837_0,5,0,refseq,Unassigned,Vilmaviridae,Wildcatvirus,Uroviricota,Caudoviricetes
839_0,137,0,refseq,Unassigned,Unassigned,Pahexavirus,Uroviricota,Caudoviricetes
83_0,3,0,refseq,Unassigned,Unassigned,Pbunavirus,Uroviricota,Caudoviricetes
83_10,2,0,refseq,Unassigned,Unassigned,Pbunavirus,Uroviricota,Caudoviricetes
83_3,13,0,refseq,Unassigned,Unassigned,Pbunavirus,Uroviricota,Caudoviricetes
83_4,12,0,refseq,Unassigned,Unassigned,Pbunavirus,Uroviricota,Caudoviricetes
83_5,56,0,refseq,Unassigned,Unassigned,Pbunavirus,Uroviricota,Caudoviricetes
83_6,2,0,refseq,Unassigned,Unassigned,Pbunavirus,Uroviricota,Caudoviricetes
83_7,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
83_8,34,0,refseq,Unassigned,Unassigned,Pbunavirus,Uroviricota,Caudoviricetes
83_9,2,0,refseq,Unassigned,Unassigned,Pbunavirus,Uroviricota,Caudoviricetes
840_0,2,0,refseq,Unassigned,Unassigned,Questintvirus,Uroviricota,Caudoviricetes
841_0,37,0,refseq,Unassigned,Zierdtviridae,Unclassified,Uroviricota,Caudoviricetes
842_0,8,0,refseq,Unassigned,Zierdtviridae,Ceetrepovirus,Uroviricota,Caudoviricetes
843_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
844_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
845_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
846_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
848_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
84_0,42,0,refseq,Unassigned,Unassigned,Pbunavirus,Uroviricota,Caudoviricetes
850_0,7,0,refseq,Unassigned,Unassigned,Vequintavirus,Uroviricota,Caudoviricetes
850_1,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
850_10,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
850_14,15,0,refseq,Unassigned,Unassigned,Vequintavirus,Uroviricota,Caudoviricetes
850_15,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
850_19,7,0,refseq,Unassigned,Unassigned,Vequintavirus,Uroviricota,Caudoviricetes
850_2,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
850_20,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
850_21,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
850_29,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
850_32,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
850_4,3,0,refseq,Unassigned,Unassigned,Vequintavirus,Uroviricota,Caudoviricetes
850_5,2,0,refseq,Unassigned,Unassigned,Vequintavirus,Uroviricota,Caudoviricetes
850_7,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
850_8,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
850_9,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
851_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
851_1,14,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
853_0,3,0,refseq,Unassigned,Unassigned,Wumptrevirus,Uroviricota,Caudoviricetes
854_0,5,0,refseq,Unassigned,Unassigned,Wumpquatrovirus,Uroviricota,Caudoviricetes
855_0,15,0,refseq,Unassigned,Schitoviridae,Unclassified,Uroviricota,Caudoviricetes
856_0,7,0,refseq,Unassigned,Schitoviridae,Unclassified,Uroviricota,Caudoviricetes
856_1,11,0,refseq,Unassigned,Schitoviridae,Unclassified,Uroviricota,Caudoviricetes
856_2,39,0,refseq,Unassigned,Schitoviridae,Unclassified,Uroviricota,Caudoviricetes
857_0,11,0,refseq,Unassigned,Schitoviridae,Unclassified,Uroviricota,Caudoviricetes
858_0,2,0,refseq,Unassigned,Schitoviridae,Zicotriavirus,Uroviricota,Caudoviricetes
859_0,3,0,refseq,Unassigned,Schitoviridae,Pariacacavirus,Uroviricota,Caudoviricetes
85_0,4,0,refseq,Unassigned,Unassigned,Carpasinavirus,Uroviricota,Caudoviricetes
860_0,3,0,refseq,Unassigned,Schitoviridae,Huelvavirus,Uroviricota,Caudoviricetes
862_0,3,0,refseq,Unassigned,Schitoviridae,Oliverunavirus,Uroviricota,Caudoviricetes
869_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
870_0,36,0,refseq,Unassigned,Chaseviridae,Unclassified,Uroviricota,Caudoviricetes
871_0,12,0,refseq,Unassigned,Chaseviridae,Unclassified,Uroviricota,Caudoviricetes
872_0,3,0,refseq,Tubulavirales,Plectroviridae,Vespertiliovirus,Hofneiviricota,Faserviricetes
873_0,13,0,refseq,Unassigned,Unassigned,Nonagvirus,Uroviricota,Caudoviricetes
874_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
875_0,3,0,refseq,Unassigned,Unassigned,Schmittlotzvirus,Uroviricota,Caudoviricetes
876_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
878_0,2,0,refseq,Unassigned,Unassigned,Minunavirus,Uroviricota,Caudoviricetes
879_0,2,0,refseq,Unassigned,Unassigned,Pepyhexavirus,Uroviricota,Caudoviricetes
879_1,29,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
87_0,3,0,refseq,Unassigned,Unassigned,Bcepfunavirus,Uroviricota,Caudoviricetes
880_0,3,0,refseq,Unassigned,Unassigned,Fremauxvirus,Uroviricota,Caudoviricetes
881_0,4,0,refseq,Unassigned,Unassigned,Nevevirus,Uroviricota,Caudoviricetes
882_0,18,0,refseq,Unassigned,Unassigned,Mudcatvirus,Uroviricota,Caudoviricetes
883_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
883_1,27,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
884_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
885_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
886_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
887_0,5,0,refseq,Unassigned,Unassigned,Oshimavirus,Uroviricota,Caudoviricetes
888_0,8,0.625,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
889_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
88_0,24,0,refseq,Unassigned,Autographiviridae,Chatterjeevirus,Uroviricota,Caudoviricetes
891_0,3,0.6666666666666666,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
892_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
893_0,2,0,refseq,Unassigned,Unassigned,Trigintaduovirus,Uroviricota,Caudoviricetes
894_0,20,0,refseq,Unassigned,Unassigned,Gilesvirus,Uroviricota,Caudoviricetes
895_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
897_0,4,0,refseq,Unassigned,Unassigned,Privateervirus,Uroviricota,Caudoviricetes
897_1,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
897_2,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
898_0,13,0,refseq,Unassigned,Unassigned,Kuravirus,Uroviricota,Caudoviricetes
898_1,27,0,refseq,Unassigned,Unassigned,Kuravirus,Uroviricota,Caudoviricetes
899_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
89_0,8,0,refseq,Unassigned,Autographiviridae,Unclassified,Uroviricota,Caudoviricetes
8_0,69,0,refseq,Unassigned,Unassigned,Triavirus,Uroviricota,Caudoviricetes
900_0,2,0,refseq,Unassigned,Unassigned,Bippervirus,Uroviricota,Caudoviricetes
900_1,2,0,refseq,Unassigned,Unassigned,Typhavirus,Uroviricota,Caudoviricetes
901_0,9,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
902_0,20,0,refseq,Unassigned,Salasmaviridae,Unclassified,Uroviricota,Caudoviricetes
904_0,4,0,refseq,Unassigned,Salasmaviridae,Unclassified,Uroviricota,Caudoviricetes
905_0,3,0,refseq,Unassigned,Salasmaviridae,Bundooravirus,Uroviricota,Caudoviricetes
906_0,142,0,refseq,Unassigned,Autographiviridae,Przondovirus,Uroviricota,Caudoviricetes
907_0,91,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
908_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
909_0,5,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
910_0,5,0,refseq,Unassigned,Unassigned,Lwoffvirus,Uroviricota,Caudoviricetes
911_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
912_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
914_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
915_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
916_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
917_0,46,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
91_0,22,0,refseq,Unassigned,Herelleviridae,Nitunavirus,Uroviricota,Caudoviricetes
91_10,3,0,refseq,Unassigned,Herelleviridae,Agatevirus,Uroviricota,Caudoviricetes
91_6,2,0,refseq,Unassigned,Herelleviridae,Jeonjuvirus,Uroviricota,Caudoviricetes
91_7,10,0,refseq,Unassigned,Herelleviridae,Grisebachstrassevirus,Uroviricota,Caudoviricetes
91_8,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
91_9,3,0,refseq,Unassigned,Herelleviridae,Siophivirus,Uroviricota,Caudoviricetes
921_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
922_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
923_0,2,0,refseq,Unassigned,Unassigned,Incheonvrus,Uroviricota,Caudoviricetes
924_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
925_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
926_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
927_0,2,0,refseq,Unassigned,Unassigned,Oliverocinquevirus,Uroviricota,Caudoviricetes
927_4,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
927_5,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
928_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
929_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
930_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
931_0,6,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
932_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
933_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
936_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
937_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
938_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
939_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
93_0,15,0,refseq,Unassigned,Herelleviridae,Okubovirus,Uroviricota,Caudoviricetes
940_0,2,0.5,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
941_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
942_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
943_0,6,0,refseq,Unassigned,Schitoviridae,Luzseptimavirus,Uroviricota,Caudoviricetes
944_0,32,0,refseq,Unassigned,Schitoviridae,Litunavirus,Uroviricota,Caudoviricetes
945_0,4,0,refseq,Unassigned,Schitoviridae,Unclassified,Uroviricota,Caudoviricetes
946_0,7,0,refseq,Unassigned,Schitoviridae,Unclassified,Uroviricota,Caudoviricetes
947_0,2,0,refseq,Unassigned,Schitoviridae,Littlefixvirus,Uroviricota,Caudoviricetes
949_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
950_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
950_1,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
951_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
952_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
954_0,5,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
955_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
956_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
957_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
959_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
960_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
961_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
962_0,3,0,refseq,Unassigned,Unassigned,Immutovirus,Uroviricota,Caudoviricetes
963_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
964_0,2,0,refseq,Unassigned,Unassigned,Inhavirus,Uroviricota,Caudoviricetes
965_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
966_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
967_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
968_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
969_0,9,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
970_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
971_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
972_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
973_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
974_0,26,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
975_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
976_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
977_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
978_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
979_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
97_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
980_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
981_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
982_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
983_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
983_1,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
983_2,2,0,refseq,Unassigned,Unassigned,Colossusvirus,Uroviricota,Caudoviricetes
983_3,2,0,refseq,Unassigned,Unassigned,Poindextervirus,Uroviricota,Caudoviricetes
983_4,11,0,refseq,Unassigned,Unassigned,Shapirovirus,Uroviricota,Caudoviricetes
