VC,Size,pSG,ClstrComp,Order,Family,Genus,Phylum,Class
157_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1580_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1581_0,26,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1583_0,26,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1585_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1586_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1587_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1588_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1589_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
158_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
158_10,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
158_11,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
158_12,3,0,refseq,Unassigned,Herelleviridae,Kayvirus,Uroviricota,Caudoviricetes
158_15,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
158_19,16,0,refseq,Unassigned,Herelleviridae,Kayvirus,Uroviricota,Caudoviricetes
158_20,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
158_22,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
158_26,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
158_3,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
158_31,14,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
158_35,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
158_9,69,0,refseq,Unassigned,Herelleviridae,Kayvirus,Uroviricota,Caudoviricetes
1590_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1591_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1592_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1593_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1594_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1595_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1596_0,11,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1597_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1598_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1599_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
159_0,18,0,refseq,Unassigned,Herelleviridae,Sepunavirus,Uroviricota,Caudoviricetes
15_0,12,0,refseq,Tubulavirales,Inoviridae,Unclassified,Hofneiviricota,Faserviricetes
1600_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1601_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1602_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1603_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1604_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1605_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1608_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1609_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
160_0,6,0,refseq,Unassigned,Herelleviridae,Sciuriunavirus,Uroviricota,Caudoviricetes
1610_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1611_0,10,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1612_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1613_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1615_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1616_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1617_0,18,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1618_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1619_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1623_0,11,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1624_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1626_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1627_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1628_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1629_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
162_0,32,0,refseq,Unassigned,Herelleviridae,Silviavirus,Uroviricota,Caudoviricetes
1630_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1631_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1632_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1633_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1634_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1635_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1636_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1637_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1638_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1639_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
163_0,5,0,refseq,Unassigned,Autographiviridae,Unclassified,Uroviricota,Caudoviricetes
1640_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1641_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1642_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1643_0,22,0,refseq,Unassigned,Unassigned,Krampusvirus,Uroviricota,Caudoviricetes
1644_0,81,0,refseq,Unassigned,Orlajensenviridae,Unclassified,Uroviricota,Caudoviricetes
1645_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1645_1,2,0,refseq,Unassigned,Unassigned,Rogerhendrixvirus,Uroviricota,Caudoviricetes
1646_0,10,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1648_0,5,0,refseq,Unassigned,Unassigned,Appavirus,Uroviricota,Caudoviricetes
1649_0,7,0,refseq,Unassigned,Unassigned,Mementomorivirus,Uroviricota,Caudoviricetes
164_0,14,0,refseq,Unassigned,Autographiviridae,Tunggulviirus,Uroviricota,Caudoviricetes
1650_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1651_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1652_0,33,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1653_0,11,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1654_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1655_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1656_0,8,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1658_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1659_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
165_0,12,0,refseq,Unassigned,Autographiviridae,Unclassified,Uroviricota,Caudoviricetes
1660_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1661_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1662_0,11,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1663_0,31,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1664_0,6,0,refseq,Unassigned,Unassigned,Burrovirus,Uroviricota,Caudoviricetes
1665_0,2,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1666_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1667_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1668_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1669_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
166_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1670_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1672_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1673_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1674_0,3,0,refseq,Kalamavirales,Tectiviridae,Deltatectivirus,Preplasmiviricota,Tectiliviricetes
1675_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1676_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1677_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1678_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1679_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1680_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1681_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1682_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1683_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1684_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1685_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1686_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1687_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1688_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1689_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1690_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1691_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1692_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1693_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1694_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1695_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1696_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1697_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1698_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1699_0,3,0,refseq,Unassigned,Unassigned,Latrobevirus,Uroviricota,Caudoviricetes
16_0,9,0,refseq,Tubulavirales,Inoviridae,Versovirus,Hofneiviricota,Faserviricetes
1700_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1701_0,110,0,refseq,Unassigned,Unassigned,Barbavirus,Uroviricota,Caudoviricetes
1702_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1703_0,9,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1704_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1705_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1706_0,14,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1707_0,28,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
170_0,3,0,refseq,Unassigned,Unassigned,Firingavirus,Uroviricota,Caudoviricetes
1710_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1711_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1712_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1713_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1714_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1715_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1716_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1717_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1718_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1719_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
171_0,21,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1720_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1721_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1722_0,2,0.5,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1724_0,15,0,refseq,Unassigned,Forsetiviridae,Freyavirus,Uroviricota,Caudoviricetes
1725_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1726_0,42,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1727_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1728_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1729_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
172_0,5,0.6,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1730_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1731_0,8,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1732_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1733_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1734_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1735_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1736_0,8,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1737_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1738_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
173_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1740_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1741_0,3,0.6666666666666666,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1742_0,6,0,refseq,Unassigned,Molycolviridae,Mollyvirus,Uroviricota,Caudoviricetes
1743_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1744_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1745_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1746_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1747_0,2,0.5,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1748_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1749_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
174_0,7,0,refseq,Unassigned,Unassigned,Eneladusvirus,Uroviricota,Caudoviricetes
174_11,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
174_12,11,0,refseq,Unassigned,Unassigned,Asteriusvirus,Uroviricota,Caudoviricetes
174_2,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
174_3,5,0,refseq,Unassigned,Unassigned,Alcyoneusvirus,Uroviricota,Caudoviricetes
174_7,3,0,refseq,Unassigned,Unassigned,Eneladusvirus,Uroviricota,Caudoviricetes
1750_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1751_0,2,0.5,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1752_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1753_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1754_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1755_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1756_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1757_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1758_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1759_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
175_0,6,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1760_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1761_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1762_0,9,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1763_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1764_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1765_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1766_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1767_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1768_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1769_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
176_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1770_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1771_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1772_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1773_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1774_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1776_0,8,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1777_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1778_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1779_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
177_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1780_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1781_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1782_0,2,0.5,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1783_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1784_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1785_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1786_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1787_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1788_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1789_0,6,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
178_0,26,0,refseq,Unassigned,Mesyanzhinovviridae,Unclassified,Uroviricota,Caudoviricetes
1790_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1791_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1792_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1793_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1794_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1795_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1796_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1797_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1798_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1799_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
179_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
17_0,4,0,refseq,Unassigned,Unassigned,Spizizenvirus,Uroviricota,Caudoviricetes
1800_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1801_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1802_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1803_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1804_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1805_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1806_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1807_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1808_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1809_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1810_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1811_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1812_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1813_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1814_0,2,0.5,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1815_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1816_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1817_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1818_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1819_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
181_0,21,0,refseq,Unassigned,Mesyanzhinovviridae,Unclassified,Uroviricota,Caudoviricetes
1820_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1821_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1822_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1823_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1824_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1825_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1826_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1827_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1828_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1830_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1831_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1832_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1833_0,34,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1834_0,15,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1835_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1836_0,8,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1837_0,24,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1838_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1839_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
183_0,8,0,refseq,Unassigned,Unassigned,Steinhofvirus,Uroviricota,Caudoviricetes
1840_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1841_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1842_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1843_0,2,0.5,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1844_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1845_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1846_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1847_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1848_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1849_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
184_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1850_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1851_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1852_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1853_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1854_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1855_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1856_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1857_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1858_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1859_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
185_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1860_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1861_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1862_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1863_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1864_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1865_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1866_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1867_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1868_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1869_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1870_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1871_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1872_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1873_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1875_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
