Contig	CE_108A_sortedIndexed Read Count	CE_109A_sortedIndexed Read Count	CE_140A_sortedIndexed Read Count	ERR3624084_sortedIndexed Read Count	ERR3624086_sortedIndexed Read Count	ERR3624088_sortedIndexed Read Count	ERR3624090_sortedIndexed Read Count	ERR3624092_sortedIndexed Read Count	ERR3624094_sortedIndexed Read Count	ERR3624096_sortedIndexed Read Count	ERR3624098_sortedIndexed Read Count	ERR3624100_sortedIndexed Read Count	ERR4579589_sortedIndexed Read Count	ERR4579590_sortedIndexed Read Count	ERR4579591_sortedIndexed Read Count	ERR4579592_sortedIndexed Read Count	ERR4579593_sortedIndexed Read Count	ERR4579594_sortedIndexed Read Count	ERR4579595_sortedIndexed Read Count	ERR4579596_sortedIndexed Read Count	ERR4579597_sortedIndexed Read Count	ERR6365269_sortedIndexed Read Count	ERR6365270_sortedIndexed Read Count	ERR6365271_sortedIndexed Read Count	ERR6365272_sortedIndexed Read Count	ERR6365273_sortedIndexed Read Count	SRR12681089_sortedIndexed Read Count	SRR15353278_sortedIndexed Read Count	SRR15353279_sortedIndexed Read Count	SRR15353280_sortedIndexed Read Count	SRR15353281_sortedIndexed Read Count	SRR15353282_sortedIndexed Read Count	SRR15353283_sortedIndexed Read Count	SRR15353284_sortedIndexed Read Count	SRR15353285_sortedIndexed Read Count	SRR15353286_sortedIndexed Read Count	SRR15353287_sortedIndexed Read Count	SRR15353288_sortedIndexed Read Count	SRR15353289_sortedIndexed Read Count	SRR15353290_sortedIndexed Read Count	SRR15353291_sortedIndexed Read Count	SRR15353292_sortedIndexed Read Count	SRR15353293_sortedIndexed Read Count	SRR15353294_sortedIndexed Read Count	SRR15353295_sortedIndexed Read Count	SRR17220965_sortedIndexed Read Count	SRR17220966_sortedIndexed Read Count	SRR17220967_sortedIndexed Read Count	SRR17220968_sortedIndexed Read Count	SRR17220969_sortedIndexed Read Count	SRR17220970_sortedIndexed Read Count	SRR17220971_sortedIndexed Read Count	SRR17220972_sortedIndexed Read Count	SRR17220977_sortedIndexed Read Count	SRR17220978_sortedIndexed Read Count	SRR17220979_sortedIndexed Read Count	SRR18245246_sortedIndexed Read Count	SRR18245247_sortedIndexed Read Count	SRR18245248_sortedIndexed Read Count	SRR18245251_sortedIndexed Read Count	SRR18245252_sortedIndexed Read Count	SRR18245253_sortedIndexed Read Count	SRR6310506_sortedIndexed Read Count	SRR6310507_sortedIndexed Read Count	SRR6310508_sortedIndexed Read Count	SRR6310509_sortedIndexed Read Count	SRR6350024_sortedIndexed Read Count	SRR6350025_sortedIndexed Read Count	SRR6876832_sortedIndexed Read Count	SRR6876833_sortedIndexed Read Count	SRR6876834_sortedIndexed Read Count	SRR6876835_sortedIndexed Read Count	SRR6876836_sortedIndexed Read Count	SRR6876837_sortedIndexed Read Count	SRR6876838_sortedIndexed Read Count	SRR6876839_sortedIndexed Read Count	SRR6876840_sortedIndexed Read Count	SRR6876841_sortedIndexed Read Count	SRR6876842_sortedIndexed Read Count	SRR6876843_sortedIndexed Read Count	SRR6876844_sortedIndexed Read Count	SRR6876845_sortedIndexed Read Count	SRR6876846_sortedIndexed Read Count	SRR6876847_sortedIndexed Read Count	SRR6876848_sortedIndexed Read Count	SRR6876849_sortedIndexed Read Count
Ettinger_c_000002778603	3108	1699	542	0	1	1	2	7	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	2	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ettinger_c_000002788338	310	2163	112	9	3	4	0	3	4	6	2	3	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2	1	2	0	1	0	0	0	2	0	0	0	0	13	20	14	3	2	1	4	2	1	7	7	4	1	7	3	3	4	0	2	1	0	1	0	1
Ettinger_c_000002792840	3117	2291	1426	2	1	8	1	1	5	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	2	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2	9	0	0	2	0	2	0	0	1	1	1	1	0	0	0	0	1	0	0	0	1
Ettinger_c_000002802777	1016	809	1085	3	0	1	0	17	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	2	0	2	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	2	2	1	0	0	0	0	0	1	0	4	0	2	2	0	4	10	0	0	3	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Ettinger_c_000002807235	1552	175	89	0	0	2	4	3	4	1	3	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	1	1	0	0	0	0	1	0	2	0	3	2	14	0	0	2	0	1	0	1	1	2	1	2	1	1	0	2	3	0	1	1	1
Ettinger_c_000002817793	85	1311	171	4	3	0	0	4	0	5	4	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	1
Ettinger_c_000002818742	922	2307	565	6	3	5	5	7	8	3	6	4	6	9	1	0	3	4	0	4	6	0	0	0	0	0	4	0	0	2	0	0	0	0	0	2	0	2	0	1	2	1	4	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	2	6	0	1	0	0	0	1	1	2	1	1	1	2	0	1	1	0	0	1	1	1	0
Ettinger_c_000002832410	232	254	643	0	0	1	1	2	4	1	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	7	0	2	4	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0
Ettinger_c_000002833845	248	360	48	0	1	1	0	3	2	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0
Ettinger_c_000002838487	194	165	201	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	18	0	1	0	2	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	0	0	1	0	0
Ettinger_c_000002848494	2596	16057	8206	3	9	12	7	13	12	21	6	6	0	1	1	2	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	2	4	2	0	3	4	2	0	0	0	2	0	37	0	13	31	0	0	4	2	6	2	2	1	0	3	4	5	4	4	2	4	2	3	5	4
Ettinger_c_000002851255	4129	2487	1792	5	3	3	0	1	3	6	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	2	2	0	0	0	0	1	1	0	0	1	1	0	0	0	1	2	0	1	1	0
Ettinger_c_000002858716	4228	2813	285	10	2	5	5	7	10	5	2	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	1	3	1	5	0	1	3	0	0	0	0	1	0	22	4	8	47	0	0	0	3	4	11	7	5	4	2	3	9	6	0	3	5	2	5	0	2
Ettinger_c_000002862671	750	1702	443	0	0	0	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3	0	0	2	0	9	6	4	5	0	0	0	2	1	1	1	0	0	0	1	1	0	0	0	4	2	0	0	2
Ettinger_c_000002867124	418	525	89	1	2	3	1	1	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	2	2	2	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
Ettinger_c_000002867900	652	576	1013	1	2	5	2	0	1	2	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1
Ettinger_c_000002873553	18	455	167	0	0	5	4	0	3	2	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	3
Ettinger_c_000002873686	641	342	287	0	3	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	1	0	3	0	0	0	0	0	3	2	0	2	2	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Ettinger_c_000002874124	491	2	10	0	3	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	1	1	1	0	1	1	0	0	0	0
Ettinger_c_000002875712	212	155	167	1	1	0	8	5	4	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	2	0	0	1	0	0	0	8	2	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0
Ettinger_c_000002878401	31	429	201	0	0	1	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	2	5	0	0	0	0	2	1	1	0	1	0	0	1	0	0	2	1	0	0	0	0
Ettinger_c_000002887137	299	141	99	0	1	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0
Ettinger_c_000002890704	166	1909	2946	0	1	1	0	2	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	11	0	0	6	0	0	1	0	0	2	0	1	0	0	0	1	0	0	1	0	1	1	0	0
Ettinger_c_000002906638	7467	5286	3794	2	2	1	4	4	8	3	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	1	0	2	1	1	0	0	1	0	1	1	0	1	1	0	3	0	1
Ettinger_c_000002916433	883	297	443	4	0	1	0	2	0	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	1	0	2	0	0	2	4	2	4	0	5	0	2	1	1	13	18	5	4	3	0	6	12	0	7	2	0	3	1	2
Ettinger_c_000002937225	586	305	115	2	2	5	2	0	6	2	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	2	2	0	0	0	0	0	0	2	2	0	3	0	0	3	2	0	0	0	0	0	1	0	3	2	0	1	1	0	0	1	3
Ettinger_c_000002939774	84	377	94	1	2	1	0	3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	0	1	1	0	1	1	0	2	1	0	2	0	0	0	0
Ettinger_c_000002947244	256	386	771	3	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	2	8	1	0	0	2	2	4	2	0	2	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	1	0
Ettinger_c_000002952918	2734	2540	1956	10	9	16	8	15	10	16	14	18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	55	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	3	1	1	1	0	0	1	1	0	4	2	0	0	0	8	58	5	25	0	0	4	3	3	3	4	1	1	2	1	5	1	3	4	9	3	5	3	6
Ettinger_c_000002956506	2391	1943	1855	1	1	1	1	2	9	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	2	0	3	0	2
Ettinger_c_000002968131	683	592	148	1	1	2	1	2	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ettinger_c_000002975310	570	284	267	1	0	0	1	0	4	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	5	0	2	2	5	2	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	1	2	1
Ettinger_c_000002977077	322	741	172	3	0	5	11	23	21	9	1	7	9	0	2	2	2	4	2	5	4	0	0	0	0	0	31	2	4	4	9	0	2	0	0	0	8	4	2	2	3	7	8	4	10	0	0	0	1	0	0	1	0	0	0	2	0	0	0	4	0	0	10	0	0	10	0	0	2	1	0	0	4	0	0	0	0	1	0	2	1	0	0	0	0	1
Ettinger_c_000002982533	4616	3474	2729	8	0	5	5	6	11	13	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	10	0	6	9	0	0	1	0	1	1	1	3	1	3	2	1	1	0	1	0	0	0	1	2
Ettinger_c_000002987938	855	2148	597	2	3	2	0	2	5	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	1	0	0	0	0	0	1	0	2	0	0	0	2	1	0	4	0	0	0	1	0	2	1	0	1	2	1	1	1	0	0	1	0	1	1	0	0
Ettinger_c_000002992281	75	94	373	1	3	2	2	1	5	7	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	1	2	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0
Ettinger_c_000002992320	669	486	1080	1	4	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	14	54	30	37	5	1	31	11	9	0	0	1	0	0	0	1	0	0	1	2	0	2	0	0	0	0	1	0
Ettinger_c_000002993792	157	153	281	4	2	0	2	3	5	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	4	0	0	2	4	2	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	22	0	13	7	30	4	1	1	0	1	0	0	1	1	0	0	1	0	0	1	1	1	0	2	0	1
Ettinger_c_000003000618	487	2732	6158	3	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	4	0	2	16	0	0	1	0	2	1	1	0	1	0	0	2	0	0	1	0	1	1	1	1
Ettinger_c_000003000765	317	254	255	3	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	25	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	2	1	1	0	0	0	1	1
Ettinger_c_000003011323	442	558	251	2	3	4	1	1	2	2	3	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0
Ettinger_c_000003011522	2005	1831	1848	2	0	5	2	3	5	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	2	5	16	18	17	2	0	0	0	9	4	0	1	1	0	1	0	2	0	1	1	0	0	1	0	0	2	0	0
Ettinger_c_000003012928	658	460	288	1	3	1	2	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0	2	0	1	0	0	0	2	0	0	0	1	0	1	1	1	1	1
Ettinger_c_000003021214	230	526	288	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17	2	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0
Ettinger_c_000003024300	33	769	429	6	4	9	8	10	12	8	4	5	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	4	3	3	1	1	0	2	3	0	0	6	0	0	0	50	13	20	574	0	0	30	18	40	124	75	134	59	99	17	59	18	6	23	11	8	15	1	5
Ettinger_c_000003036862	1007	580	928	8	4	7	7	12	14	15	7	4	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	1	1	0	0	4	0	0	1	2	0	0	2	0	0	0	0	1	0	1	0	0	2	1	0	0	0	1	2	0	3	0	1
Ettinger_c_000003037152	283	161	39	1	0	1	1	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ettinger_c_000003046611	588	1475	366	0	2	1	2	4	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1185	448	198	34	0	0	0	1	1	0	0	0	0	2	2	0	1	2	1	0	0	0	0	1
Ettinger_c_000003047182	393	250	170	0	0	0	4	2	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	1	2	0	0	0	2	5	0	0	0	0	0	0	1	0	1	1	2	1	0	1	0	0	0	1	1	1	1	0	0	1
Ettinger_c_000003049356	206	146	56	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0
Ettinger_c_000003054360	317	764	308	2	0	3	0	2	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	4	0	0	4	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	2	0	1
Ettinger_c_000003056405	507	1265	354	1	0	1	4	4	4	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	4	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	2	0	1	0	1	1	1	0	0	0	0	0	1	0
Ettinger_c_000003057289	102	541	35	0	0	1	3	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Ettinger_c_000003064593	3971	3912	2567	4	2	0	2	5	7	4	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	1	0	0	0	14	12	4	48	0	0	1	1	1	4	7	9	0	5	0	3	1	0	1	0	0	2	0	1
Ettinger_c_000003071150	161	99	174	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	2	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
Ettinger_c_000003071526	31	566	233	0	2	0	0	0	3	2	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1	0
Ettinger_c_000003083933	448	532	2431	14	13	19	12	3	12	15	10	5	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	2	4	3	0	0	1	2	0	0	0	6	0	5	0	10	10	0	0	4	1	7	6	4	2	3	1	5	4	5	3	3	5	1	1	2	0
Ettinger_c_000003085927	107	864	28	0	0	0	2	1	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	0	1	1	0
Ettinger_c_000003092791	451	67	37	0	1	2	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	2
Ettinger_c_000003108953	266	183	126	0	2	1	1	1	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	2	0	2	1	0
Ettinger_c_000003121283	174	111	180	5	1	8	2	2	4	5	4	6	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	4	0	0	1	2	1	0	1	1	0	0	0	1	3	1	1	1	0	0	0	0
Ettinger_c_000003132980	135	288	231	0	2	3	0	2	1	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Ettinger_c_000003137408	290	2525	546	1	6	1	0	5	5	6	5	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	2	0	2	0	0	0	2	5	3	1	1	3	2	4	2	3	3	1	6	3	3	3	5
Ettinger_c_000003141566	97	91	524	2	1	1	1	7	10	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	2	2	0	0	2	0	0	0	1	0	0	1	1	0	0	0	3	0	1	1	0	2
Ettinger_c_000003149279	505	603	1009	1	1	2	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0
Ettinger_c_000003153969	530	523	656	4	8	2	3	3	6	3	1	6	2	0	0	0	0	2	0	0	0	0	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	1	10	0	5	0	4	5	0	0	0	1	1	0	4	1	0	1	1	0	0	4	0	2	0	1
